station_id,time,min_value,max_value,mean_value,perc_of_norm,lat,lng
7,2019-04-15,17,67,41,82,50.221443,19.061783
70,2019-04-15,21,75,41,82,50.228745,18.990461
71,2019-04-15,21,61,38,76,50.229458,19.005276
72,2019-04-15,16,78,40,80,50.27481,18.981928
73,2019-04-15,16,90,42,84,50.278427,19.007074
74,2019-04-15,24,75,43,86,50.205723,18.986748
75,2019-04-15,23,179,64,128,50.177677,18.968178
76,2019-04-15,20,91,44,88,50.25028,19.02335
77,2019-04-15,18,96,41,82,50.26164,18.967714
78,2019-04-15,16,107,45,90,50.262463,19.058872
79,2019-04-15,21,85,42,84,50.23316,19.006874
81,2019-04-15,20,180,48,96,50.26909,19.027601
82,2019-04-15,20,77,39,78,50.234722,18.961267
83,2019-04-15,23,80,49,98,50.22761,18.95915
84,2019-04-15,19,91,42,84,50.220592,18.971525
85,2019-04-15,23,137,56,112,50.22261,19.06589
86,2019-04-15,21,155,58,116,50.223434,19.070477
87,2019-04-15,27,108,58,116,50.269325,19.083923
88,2019-04-15,17,88,41,82,50.269688,18.976131
89,2019-04-15,18,81,40,80,50.272602,18.987013
90,2019-04-15,24,127,50,100,50.254494,19.022009
91,2019-04-15,18,86,41,82,50.267483,18.99073
92,2019-04-15,19,64,45,90,50.19924,19.045400000000004
929,2019-04-15,17,78,35,70,50.23314,18.99694
93,2019-04-15,18,52,36,72,50.183132,18.996593
930,2019-04-15,16,81,37,74,50.281162,19.072105
931,2019-04-15,15,94,34,68,50.250732,19.02006
932,2019-04-15,19,76,36,72,50.245403,19.0276
933,2019-04-15,18,77,43,86,50.24356,19.047333
934,2019-04-15,19,74,38,76,50.25494,19.008867
935,2019-04-15,20,73,39,78,50.24467,18.995974
936,2019-04-15,19,73,38,76,50.259605,19.01516
937,2019-04-15,20,73,41,82,50.217736,18.966635
939,2019-04-15,22,106,52,104,50.18484000000001,18.951904
94,2019-04-15,26,101,57,114,50.18888,18.991455
940,2019-04-15,20,152,53,106,50.277126,19.065918
942,2019-04-15,16,78,38,76,50.26122000000001,19.019688000000002
944,2019-04-15,19,85,40,80,50.2527,19.025331
945,2019-04-15,14,78,37,74,50.26386300000001,19.005745
946,2019-04-15,18,82,37,74,50.26245,19.025373
95,2019-04-15,19,69,42,84,50.226135,19.065887
96,2019-04-15,22,121,49,98,50.274117,18.99769
97,2019-04-15,15,75,37,74,50.266987,19.017574
98,2019-04-15,20,86,44,88,50.259415,19.026228
99,2019-04-15,24,83,48,96,50.219204,18.9739
