station_id,time,min_value,max_value,mean_value,perc_of_norm,lat,lng
58,2019-04-30,17,48,28,56,50.180874,19.001057
59,2019-04-30,20,45,27,54,50.232937,19.029295
60,2019-04-30,20,47,31,62,50.202538,19.043344
62,2019-04-30,20,47,31,62,50.273834,19.06209
63,2019-04-30,25,57,37,74,50.211124,18.984251
64,2019-04-30,24,45,34,68,50.263695,19.078045000000003
65,2019-04-30,17,50,27,54,50.266644,18.965406
66,2019-04-30,22,50,30,60,50.25321,18.993744
67,2019-04-30,19,45,28,56,50.259086,19.039870
68,2019-04-30,19,51,33,66,50.23789,19.00815
69,2019-04-30,20,59,30,60,50.228233,18.933847
7,2019-04-30,19,46,29,58,50.221443,19.061783
70,2019-04-30,20,50,34,68,50.228745,18.990461
71,2019-04-30,20,49,31,62,50.229458,19.005276
72,2019-04-30,20,56,33,66,50.27481,18.981928
73,2019-04-30,20,53,33,66,50.278427,19.007074
74,2019-04-30,22,56,36,72,50.205723,18.986748
75,2019-04-30,26,64,42,84,50.177677,18.968178
76,2019-04-30,21,54,35,70,50.25028,19.02335
77,2019-04-30,22,58,33,66,50.26164,18.967714
78,2019-04-30,21,51,32,64,50.262463,19.058872
79,2019-04-30,20,58,36,72,50.23316,19.006874
80,2019-04-30,22,52,34,68,50.28017,19.01552
81,2019-04-30,21,54,34,68,50.26909,19.027601
82,2019-04-30,22,52,31,62,50.234722,18.961267
83,2019-04-30,23,57,36,72,50.22761,18.95915
84,2019-04-30,18,52,32,64,50.220592,18.971525
85,2019-04-30,19,84,37,74,50.22261,19.06589
86,2019-04-30,19,66,35,70,50.223434,19.070477
87,2019-04-30,24,57,38,76,50.269325,19.083923
88,2019-04-30,20,54,30,60,50.269688,18.976131
89,2019-04-30,22,56,34,68,50.272602,18.987013
90,2019-04-30,28,53,38,76,50.254494,19.022009
91,2019-04-30,19,54,31,62,50.267483,18.99073
92,2019-04-30,22,56,36,72,50.19924,19.045400000000004
929,2019-04-30,14,46,27,54,50.23314,18.99694
93,2019-04-30,20,58,33,66,50.183132,18.996593
931,2019-04-30,14,38,24,48,50.250732,19.02006
932,2019-04-30,20,48,28,56,50.245403,19.0276
933,2019-04-30,20,46,28,56,50.24356,19.047333
934,2019-04-30,19,42,25,50,50.25494,19.008867
935,2019-04-30,19,46,29,58,50.24467,18.995974
936,2019-04-30,20,38,27,54,50.259605,19.01516
937,2019-04-30,20,46,30,60,50.217736,18.966635
939,2019-04-30,23,49,34,68,50.18484000000001,18.951904
94,2019-04-30,28,76,44,88,50.18888,18.991455
940,2019-04-30,22,50,34,68,50.277126,19.065918
942,2019-04-30,21,51,31,62,50.26122000000001,19.019688000000002
944,2019-04-30,21,48,32,64,50.2527,19.025331
945,2019-04-30,20,50,29,58,50.26386300000001,19.005745
946,2019-04-30,19,43,28,56,50.26245,19.025373
95,2019-04-30,19,51,32,64,50.226135,19.065887
96,2019-04-30,24,52,33,66,50.274117,18.99769
97,2019-04-30,21,46,30,60,50.266987,19.017574
98,2019-04-30,21,48,34,68,50.259415,19.026228
99,2019-04-30,25,54,38,76,50.219204,18.9739
