station_id,time,min_value,max_value,mean_value,perc_of_norm
55,2019-04-03,37,67,51,102
55,2019-04-11,31,56,43,86
55,2019-04-12,33,74,50,100
55,2019-04-13,47,107,69,138
55,2019-04-14,24,75,47,94
55,2019-04-15,18,89,41,82
55,2019-04-16,13,79,39,78
55,2019-04-17,16,118,42,84
55,2019-04-18,13,138,48,96
55,2019-04-19,6,128,41,82
55,2019-04-20,6,64,31,62
55,2019-04-21,4,50,24,48
55,2019-04-22,10,44,26,52
55,2019-04-23,13,35,24,48
55,2019-04-26,4,26,13,26
55,2019-04-27,10,48,25,50
55,2019-04-28,30,77,47,94
55,2019-04-29,11,38,23,46
55,2019-04-30,21,55,32,64
56,2019-04-01,3,62,22,44
56,2019-04-03,35,72,52,104
56,2019-04-04,27,71,48,96
56,2019-04-05,19,64,43,86
56,2019-04-06,52,106,66,132
56,2019-04-07,36,117,74,148
56,2019-04-08,32,103,62,124
56,2019-04-09,49,130,77,154
56,2019-04-10,32,64,49,98
56,2019-04-11,33,70,49,98
56,2019-04-12,38,74,52,104
56,2019-04-13,62,180,85,170
56,2019-04-14,27,128,52,104
56,2019-04-15,19,84,45,90
56,2019-04-16,12,108,43,86
56,2019-04-17,14,76,38,76
56,2019-04-18,14,137,57,114
56,2019-04-19,8,113,46,92
56,2019-04-20,8,65,35,70
56,2019-04-21,4,54,26,52
56,2019-04-22,10,48,28,56
56,2019-04-23,13,42,26,52
56,2019-04-26,6,40,18,36
56,2019-04-27,14,46,30,60
56,2019-04-28,30,65,49,98
56,2019-04-29,24,48,37,74
56,2019-04-30,20,105,39,78
57,2019-04-01,9,52,24,48
57,2019-04-03,32,66,47,94
57,2019-04-04,25,68,45,90
57,2019-04-05,18,74,47,94
57,2019-04-06,56,99,68,136
57,2019-04-07,48,106,70,140
57,2019-04-08,33,106,65,130
57,2019-04-09,50,101,66,132
57,2019-04-10,40,58,50,100
57,2019-04-11,39,69,50,100
57,2019-04-12,38,76,54,108
57,2019-04-13,58,106,74,148
57,2019-04-14,32,89,53,106
57,2019-04-15,23,87,46,92
57,2019-04-16,15,75,41,82
57,2019-04-17,18,118,48,96
57,2019-04-18,16,131,56,112
57,2019-04-19,8,121,43,86
57,2019-04-20,7,66,33,66
57,2019-04-21,6,50,25,50
57,2019-04-22,13,53,33,66
57,2019-04-23,15,42,28,56
57,2019-04-26,5,25,14,28
57,2019-04-27,10,57,28,56
57,2019-04-28,25,59,42,84
57,2019-04-29,16,38,27,54
57,2019-04-30,26,54,33,66
58,2019-04-04,20,64,41,82
58,2019-04-05,14,65,39,78
58,2019-04-06,28,74,56,112
58,2019-04-07,37,94,62,124
58,2019-04-08,25,80,50,100
58,2019-04-09,38,72,56,112
58,2019-04-10,32,58,45,90
58,2019-04-11,28,58,44,88
58,2019-04-12,34,68,47,94
58,2019-04-13,61,122,75,150
58,2019-04-14,20,87,44,88
58,2019-04-15,15,54,35,70
58,2019-04-16,10,56,29,58
58,2019-04-17,10,140,39,78
58,2019-04-18,12,88,36,72
58,2019-04-19,6,93,36,72
58,2019-04-20,6,69,28,56
58,2019-04-21,4,79,33,66
58,2019-04-22,7,64,30,60
58,2019-04-23,11,33,21,42
58,2019-04-26,4,33,15,30
58,2019-04-27,10,56,28,56
58,2019-04-28,24,61,44,88
58,2019-04-29,12,47,25,50
58,2019-04-30,17,48,28,56
59,2019-04-01,3,42,17,34
59,2019-04-02,21,48,28,56
59,2019-04-03,28,62,43,86
59,2019-04-04,22,61,41,82
59,2019-04-05,18,59,40,80
59,2019-04-06,50,82,59,118
59,2019-04-07,40,93,62,124
59,2019-04-08,27,84,52,104
59,2019-04-09,45,77,60,120
59,2019-04-10,30,56,41,82
59,2019-04-11,27,50,39,78
59,2019-04-12,30,71,45,90
59,2019-04-13,48,85,64,128
59,2019-04-14,20,91,44,88
59,2019-04-15,17,56,34,68
59,2019-04-16,10,78,37,74
59,2019-04-17,13,49,31,62
59,2019-04-18,12,99,43,86
59,2019-04-19,6,82,33,66
59,2019-04-20,6,57,27,54
59,2019-04-21,4,59,21,42
59,2019-04-22,9,52,27,54
59,2019-04-23,11,68,26,52
59,2019-04-26,5,29,15,30
59,2019-04-27,9,47,24,48
59,2019-04-28,20,54,39,78
59,2019-04-29,17,41,23,46
59,2019-04-30,20,45,27,54
60,2019-04-01,3,48,18,36
60,2019-04-02,22,51,30,60
60,2019-04-03,35,61,48,96
60,2019-04-04,28,65,47,94
60,2019-04-05,17,60,41,82
60,2019-04-06,43,84,64,128
60,2019-04-07,40,98,66,132
60,2019-04-08,32,83,56,112
60,2019-04-09,47,86,62,124
60,2019-04-10,32,59,46,92
60,2019-04-11,31,64,46,92
60,2019-04-12,33,69,49,98
60,2019-04-13,61,105,73,146
60,2019-04-14,25,101,48,96
60,2019-04-15,19,74,41,82
60,2019-04-16,13,68,35,70
60,2019-04-17,13,116,44,88
60,2019-04-18,14,98,48,96
60,2019-04-19,7,91,38,76
60,2019-04-20,7,57,29,58
60,2019-04-21,4,45,22,44
60,2019-04-22,9,49,27,54
60,2019-04-23,12,59,25,50
60,2019-04-26,5,28,15,30
60,2019-04-27,12,47,27,54
60,2019-04-28,22,59,41,82
60,2019-04-29,14,40,22,44
60,2019-04-30,20,47,31,62
61,2019-04-01,1,23,7,14
61,2019-04-02,4,20,12,24
61,2019-04-03,13,63,23,46
61,2019-04-04,13,40,21,42
61,2019-04-05,12,32,17,34
61,2019-04-06,20,43,28,56
61,2019-04-07,19,50,36,72
61,2019-04-08,14,85,36,72
61,2019-04-09,15,46,32,64
61,2019-04-10,10,18,13,26
61,2019-04-11,8,16,12,24
61,2019-04-12,7,35,15,30
61,2019-04-13,13,47,25,50
61,2019-04-14,9,41,18,36
61,2019-04-15,7,86,20,40
61,2019-04-16,4,39,16,32
61,2019-04-17,5,99,28,56
61,2019-04-18,9,76,29,58
61,2019-04-19,5,58,21,42
61,2019-04-20,3,29,14,28
61,2019-04-21,3,21,11,22
61,2019-04-22,4,23,11,22
61,2019-04-23,3,42,10,20
61,2019-04-26,3,18,8,16
61,2019-04-27,3,15,8,16
61,2019-04-28,5,26,14,28
62,2019-04-04,21,71,44,88
62,2019-04-05,14,165,51,102
62,2019-04-06,50,97,62,124
62,2019-04-07,38,99,65,130
62,2019-04-08,29,110,70,140
62,2019-04-09,46,105,65,130
62,2019-04-10,32,55,45,90
62,2019-04-11,33,75,43,86
62,2019-04-12,32,71,47,94
62,2019-04-13,46,127,71,142
62,2019-04-14,23,81,44,88
62,2019-04-15,19,136,45,90
62,2019-04-16,11,126,46,92
62,2019-04-19,7,133,48,96
62,2019-04-20,6,67,38,76
62,2019-04-21,4,67,32,64
62,2019-04-22,10,66,29,58
62,2019-04-23,12,32,20,40
62,2019-04-26,4,28,14,28
62,2019-04-27,9,43,26,52
62,2019-04-28,15,62,41,82
62,2019-04-29,13,60,30,60
62,2019-04-30,20,47,31,62
63,2019-04-01,10,59,28,56
63,2019-04-02,19,57,41,82
63,2019-04-03,33,63,47,94
63,2019-04-04,23,68,46,92
63,2019-04-05,16,85,41,82
63,2019-04-06,46,113,64,128
63,2019-04-07,50,88,69,138
63,2019-04-08,34,116,72,144
63,2019-04-09,49,90,65,130
63,2019-04-10,37,59,49,98
63,2019-04-11,38,67,51,102
63,2019-04-12,35,136,61,122
63,2019-04-13,58,128,84,168
63,2019-04-14,29,95,54,108
63,2019-04-15,26,112,53,106
63,2019-04-16,15,115,48,96
63,2019-04-17,16,299,68,136
63,2019-04-18,15,167,58,116
63,2019-04-19,10,88,45,90
63,2019-04-20,8,71,35,70
63,2019-04-21,6,68,34,68
63,2019-04-22,8,102,35,70
63,2019-04-23,14,38,23,46
63,2019-04-26,5,30,15,30
63,2019-04-27,10,48,25,50
63,2019-04-28,23,58,40,80
63,2019-04-29,14,42,25,50
63,2019-04-30,25,57,37,74
64,2019-04-01,6,54,23,46
64,2019-04-03,30,73,49,98
64,2019-04-04,24,68,46,92
64,2019-04-05,15,78,49,98
64,2019-04-06,51,132,67,134
64,2019-04-07,43,115,69,138
64,2019-04-08,29,88,62,124
64,2019-04-09,49,82,69,138
64,2019-04-10,31,57,46,92
64,2019-04-11,37,87,52,104
64,2019-04-12,32,68,49,98
64,2019-04-13,50,184,94,188
64,2019-04-14,24,85,46,92
64,2019-04-15,22,112,48,96
64,2019-04-16,12,81,43,86
64,2019-04-17,16,61,36,72
64,2019-04-18,12,125,53,106
64,2019-04-19,9,121,50,100
64,2019-04-20,9,68,39,78
64,2019-04-21,5,49,28,56
64,2019-04-22,10,46,28,56
64,2019-04-23,12,32,23,46
64,2019-04-26,5,29,13,26
64,2019-04-27,9,43,25,50
64,2019-04-28,24,57,43,86
64,2019-04-29,13,42,25,50
64,2019-04-30,24,45,34,68
65,2019-04-01,3,41,18,36
65,2019-04-02,19,43,26,52
65,2019-04-03,27,62,42,84
65,2019-04-04,20,60,39,78
65,2019-04-05,15,64,41,82
65,2019-04-06,50,84,60,120
65,2019-04-07,34,100,63,126
65,2019-04-08,22,74,50,100
65,2019-04-09,35,75,56,112
65,2019-04-10,29,50,41,82
65,2019-04-11,28,49,37,74
65,2019-04-12,30,69,42,84
65,2019-04-13,47,90,63,126
65,2019-04-14,22,72,42,84
65,2019-04-15,13,64,33,66
65,2019-04-16,10,79,36,72
65,2019-04-17,14,93,33,66
65,2019-04-18,10,121,48,96
65,2019-04-19,6,78,32,64
65,2019-04-20,6,68,26,52
65,2019-04-21,4,44,21,42
65,2019-04-22,8,55,27,54
65,2019-04-23,11,34,20,40
65,2019-04-26,4,16,11,22
65,2019-04-27,10,48,24,48
65,2019-04-28,21,55,37,74
65,2019-04-29,12,41,21,42
65,2019-04-30,17,50,27,54
66,2019-04-01,6,55,23,46
66,2019-04-02,22,50,30,60
66,2019-04-03,29,68,45,90
66,2019-04-04,23,67,43,86
66,2019-04-05,17,70,45,90
66,2019-04-06,54,94,64,128
66,2019-04-07,45,100,66,132
66,2019-04-08,31,90,63,126
66,2019-04-09,47,90,66,132
66,2019-04-10,35,59,48,96
66,2019-04-11,38,71,49,98
66,2019-04-12,36,74,54,108
66,2019-04-13,56,101,75,150
66,2019-04-14,28,102,50,100
66,2019-04-15,21,106,47,94
66,2019-04-16,12,84,43,86
66,2019-04-17,14,105,45,90
66,2019-04-18,14,123,56,112
66,2019-04-19,8,104,40,80
66,2019-04-20,6,68,31,62
66,2019-04-21,4,85,28,56
66,2019-04-22,10,74,35,70
66,2019-04-23,13,42,24,48
66,2019-04-26,5,37,15,30
66,2019-04-27,10,50,27,54
66,2019-04-28,19,76,39,78
66,2019-04-29,13,35,21,42
66,2019-04-30,22,50,30,60
67,2019-04-13,47,101,68,136
67,2019-04-14,24,80,46,92
67,2019-04-15,18,106,47,94
67,2019-04-16,12,98,44,88
67,2019-04-17,16,72,38,76
67,2019-04-18,12,118,54,108
67,2019-04-19,6,104,37,74
67,2019-04-20,6,74,35,70
67,2019-04-21,3,55,25,50
67,2019-04-22,9,51,29,58
67,2019-04-23,14,36,25,50
67,2019-04-26,5,40,15,30
67,2019-04-27,11,46,25,50
67,2019-04-28,21,58,39,78
67,2019-04-29,12,35,25,50
67,2019-04-30,19,45,28,56
68,2019-04-01,5,41,20,40
68,2019-04-02,21,56,28,56
68,2019-04-03,27,63,44,88
68,2019-04-04,22,63,41,82
68,2019-04-05,17,63,42,84
68,2019-04-06,53,94,64,128
68,2019-04-07,44,110,71,142
68,2019-04-08,29,86,59,118
68,2019-04-09,48,80,62,124
68,2019-04-10,35,53,45,90
68,2019-04-11,31,56,45,90
68,2019-04-12,32,98,53,106
68,2019-04-13,54,100,71,142
68,2019-04-14,22,87,45,90
68,2019-04-15,20,78,40,80
68,2019-04-16,11,83,38,76
68,2019-04-17,13,81,38,76
68,2019-04-18,13,109,48,96
68,2019-04-19,7,83,34,68
68,2019-04-20,6,70,31,62
68,2019-04-21,4,50,23,46
68,2019-04-22,10,60,31,62
68,2019-04-23,12,39,25,50
68,2019-04-26,5,21,13,26
68,2019-04-27,10,53,26,52
68,2019-04-28,24,58,43,86
68,2019-04-29,18,43,26,52
68,2019-04-30,19,51,33,66
69,2019-04-01,6,56,23,46
69,2019-04-03,33,75,50,100
69,2019-04-04,24,67,48,96
69,2019-04-05,17,78,45,90
69,2019-04-06,48,91,67,134
69,2019-04-07,48,110,74,148
69,2019-04-08,28,93,62,124
69,2019-04-09,45,104,70,140
69,2019-04-10,34,58,48,96
69,2019-04-11,33,56,44,88
69,2019-04-12,37,94,54,108
69,2019-04-13,56,178,80,160
69,2019-04-14,29,114,51,102
69,2019-04-15,20,92,43,86
69,2019-04-16,13,98,43,86
69,2019-04-17,14,77,40,80
69,2019-04-18,15,197,76,152
69,2019-04-19,8,119,44,88
69,2019-04-20,6,80,33,66
69,2019-04-21,5,103,36,72
69,2019-04-22,10,56,33,66
69,2019-04-23,13,49,27,54
69,2019-04-26,5,38,18,36
69,2019-04-27,10,58,26,52
69,2019-04-28,20,64,42,84
69,2019-04-29,12,45,24,48
69,2019-04-30,20,59,30,60
7,2019-04-01,4,44,19,38
7,2019-04-02,23,50,31,62
7,2019-04-03,27,81,45,90
7,2019-04-04,21,64,40,80
7,2019-04-05,15,71,42,84
7,2019-04-06,40,92,61,122
7,2019-04-07,43,90,67,134
7,2019-04-08,28,82,58,116
7,2019-04-09,42,80,59,118
7,2019-04-10,31,53,43,86
7,2019-04-11,29,70,42,84
7,2019-04-12,29,75,48,96
7,2019-04-13,58,92,69,138
7,2019-04-14,24,95,47,94
7,2019-04-15,17,67,41,82
7,2019-04-16,10,80,39,78
7,2019-04-17,14,59,33,66
7,2019-04-18,13,90,44,88
7,2019-04-19,7,86,37,74
7,2019-04-20,6,57,26,52
7,2019-04-21,4,42,20,40
7,2019-04-22,9,41,24,48
7,2019-04-23,13,34,23,46
7,2019-04-25,8,38,19,38
7,2019-04-26,4,28,12,24
7,2019-04-27,10,43,22,44
7,2019-04-28,19,54,37,74
7,2019-04-29,13,32,21,42
7,2019-04-30,19,46,29,58
70,2019-04-01,4,61,19,38
70,2019-04-03,32,62,45,90
70,2019-04-04,24,64,43,86
70,2019-04-05,19,66,41,82
70,2019-04-06,53,82,63,126
70,2019-04-07,45,96,70,140
70,2019-04-08,31,110,63,126
70,2019-04-09,49,91,65,130
70,2019-04-10,34,72,45,90
70,2019-04-11,38,58,47,94
70,2019-04-12,35,75,51,102
70,2019-04-13,52,98,69,138
70,2019-04-14,24,83,46,92
70,2019-04-15,21,75,41,82
70,2019-04-16,13,82,38,76
70,2019-04-20,8,70,32,64
70,2019-04-21,4,60,29,58
70,2019-04-22,11,68,32,64
70,2019-04-23,14,62,26,52
70,2019-04-26,6,28,14,28
70,2019-04-27,10,52,26,52
70,2019-04-28,25,59,43,86
70,2019-04-29,17,45,26,52
70,2019-04-30,20,50,34,68
71,2019-04-01,3,60,21,42
71,2019-04-03,32,73,47,94
71,2019-04-04,28,71,47,94
71,2019-04-05,20,65,44,88
71,2019-04-06,52,88,64,128
71,2019-04-07,44,104,68,136
71,2019-04-08,29,95,59,118
71,2019-04-09,49,88,67,134
71,2019-04-10,36,61,48,96
71,2019-04-11,37,115,53,106
71,2019-04-12,33,108,53,106
71,2019-04-13,58,105,74,148
71,2019-04-14,24,90,48,96
71,2019-04-15,21,61,38,76
71,2019-04-16,14,92,43,86
71,2019-04-17,16,56,37,74
71,2019-04-18,14,106,54,108
71,2019-04-19,6,92,34,68
71,2019-04-20,7,96,33,66
71,2019-04-21,5,58,24,48
71,2019-04-22,10,65,30,60
71,2019-04-23,12,56,25,50
71,2019-04-26,8,36,16,32
71,2019-04-27,10,53,26,52
71,2019-04-28,26,58,44,88
71,2019-04-29,18,64,30,60
71,2019-04-30,20,49,31,62
72,2019-04-01,6,46,21,42
72,2019-04-02,21,54,33,66
72,2019-04-03,35,66,50,100
72,2019-04-04,26,66,46,92
72,2019-04-05,18,76,48,96
72,2019-04-06,57,106,67,134
72,2019-04-07,45,120,74,148
72,2019-04-08,27,99,62,124
72,2019-04-09,47,86,66,132
72,2019-04-10,38,58,48,96
72,2019-04-11,34,54,44,88
72,2019-04-12,34,78,48,96
72,2019-04-13,57,93,71,142
72,2019-04-14,24,82,50,100
72,2019-04-15,16,78,40,80
72,2019-04-16,14,79,40,80
72,2019-04-17,18,75,40,80
72,2019-04-18,15,146,55,110
72,2019-04-19,8,117,41,82
72,2019-04-20,7,71,32,64
72,2019-04-21,5,56,27,54
72,2019-04-22,11,64,34,68
72,2019-04-23,15,38,26,52
72,2019-04-26,6,27,14,28
72,2019-04-27,13,49,28,56
72,2019-04-28,23,60,43,86
72,2019-04-29,17,42,26,52
72,2019-04-30,20,56,33,66
73,2019-04-02,17,87,35,70
73,2019-04-03,35,71,53,106
73,2019-04-04,23,72,49,98
73,2019-04-05,15,82,49,98
73,2019-04-06,56,114,72,144
73,2019-04-07,42,130,77,154
73,2019-04-08,29,115,65,130
73,2019-04-09,44,86,64,128
73,2019-04-10,34,59,48,96
73,2019-04-11,37,56,45,90
73,2019-04-12,34,76,50,100
73,2019-04-13,52,108,71,142
73,2019-04-14,24,82,50,100
73,2019-04-15,16,90,42,84
73,2019-04-16,11,86,40,80
73,2019-04-17,22,92,44,88
73,2019-04-18,14,123,51,102
73,2019-04-19,6,102,37,74
73,2019-04-20,7,68,32,64
73,2019-04-21,4,56,25,50
73,2019-04-22,11,53,29,58
73,2019-04-23,13,34,24,48
73,2019-04-26,5,23,14,28
73,2019-04-27,11,49,30,60
73,2019-04-28,31,64,47,94
73,2019-04-29,13,52,30,60
73,2019-04-30,20,53,33,66
74,2019-04-01,4,69,21,42
74,2019-04-03,32,66,46,92
74,2019-04-04,26,64,45,90
74,2019-04-05,15,62,40,80
74,2019-04-06,52,111,69,138
74,2019-04-07,44,113,72,144
74,2019-04-08,38,90,59,118
74,2019-04-09,49,92,66,132
74,2019-04-10,36,61,49,98
74,2019-04-11,42,63,51,102
74,2019-04-12,38,75,53,106
74,2019-04-13,68,149,89,178
74,2019-04-14,28,130,52,104
74,2019-04-15,24,75,43,86
74,2019-04-16,13,86,40,80
74,2019-04-17,13,79,41,82
74,2019-04-18,14,111,45,90
74,2019-04-19,8,100,40,80
74,2019-04-20,8,68,32,64
74,2019-04-21,6,73,29,58
74,2019-04-22,8,58,31,62
74,2019-04-23,13,36,22,44
74,2019-04-26,6,30,15,30
74,2019-04-27,12,59,30,60
74,2019-04-28,29,66,51,102
74,2019-04-29,20,52,34,68
74,2019-04-30,22,56,36,72
75,2019-04-10,44,86,63,126
75,2019-04-11,46,103,70,140
75,2019-04-12,51,108,72,144
75,2019-04-13,76,274,126,252
75,2019-04-14,32,193,67,134
75,2019-04-15,23,179,64,128
75,2019-04-16,13,225,67,134
75,2019-04-17,18,400,87,174
75,2019-04-18,16,341,123,246
75,2019-04-19,9,201,75,150
75,2019-04-20,10,174,71,142
75,2019-04-21,6,146,59,118
75,2019-04-22,10,123,44,88
75,2019-04-23,16,61,29,58
75,2019-04-26,5,54,26,52
75,2019-04-27,13,320,80,160
75,2019-04-28,45,205,82,164
75,2019-04-29,31,260,91,182
75,2019-04-30,26,64,42,84
76,2019-04-01,6,48,23,46
76,2019-04-02,25,48,32,64
76,2019-04-03,33,70,48,96
76,2019-04-04,26,71,47,94
76,2019-04-05,18,65,46,92
76,2019-04-06,57,103,68,136
76,2019-04-07,46,121,74,148
76,2019-04-08,34,96,66,132
76,2019-04-09,49,94,67,134
76,2019-04-10,33,58,48,96
76,2019-04-11,38,58,49,98
76,2019-04-12,37,77,52,104
76,2019-04-13,58,108,76,152
76,2019-04-14,27,94,52,104
76,2019-04-15,20,91,44,88
76,2019-04-16,12,80,41,82
76,2019-04-17,15,116,43,86
76,2019-04-18,14,120,54,108
76,2019-04-19,9,165,43,86
76,2019-04-20,8,68,34,68
76,2019-04-21,4,52,26,52
76,2019-04-22,11,51,29,58
76,2019-04-23,14,39,26,52
76,2019-04-26,5,30,15,30
76,2019-04-27,10,56,29,58
76,2019-04-28,31,60,47,94
76,2019-04-29,24,42,31,62
76,2019-04-30,21,54,35,70
77,2019-04-03,35,69,49,98
77,2019-04-04,24,69,46,92
77,2019-04-05,19,69,49,98
77,2019-04-06,56,109,68,136
77,2019-04-07,47,121,74,148
77,2019-04-08,30,89,62,124
77,2019-04-09,48,84,65,130
77,2019-04-10,39,57,49,98
77,2019-04-11,36,55,45,90
77,2019-04-12,36,80,51,102
77,2019-04-13,56,99,72,144
77,2019-04-14,29,86,51,102
77,2019-04-15,18,96,41,82
77,2019-04-16,14,91,42,84
77,2019-04-17,19,118,42,84
77,2019-04-18,15,132,52,104
77,2019-04-19,8,93,36,72
77,2019-04-20,6,72,32,64
77,2019-04-21,5,52,25,50
77,2019-04-22,11,66,32,64
77,2019-04-23,16,42,26,52
77,2019-04-26,5,18,12,24
77,2019-04-27,11,52,28,56
77,2019-04-28,25,59,43,86
77,2019-04-29,14,45,24,48
77,2019-04-30,22,58,33,66
78,2019-04-01,4,49,20,40
78,2019-04-02,22,56,32,64
78,2019-04-03,32,76,51,102
78,2019-04-04,25,80,50,100
78,2019-04-05,15,76,51,102
78,2019-04-06,56,110,69,138
78,2019-04-07,43,118,73,146
78,2019-04-08,28,115,71,142
78,2019-04-09,45,104,70,140
78,2019-04-10,32,60,46,92
78,2019-04-11,32,58,43,86
78,2019-04-12,34,77,48,96
78,2019-04-13,50,108,71,142
78,2019-04-14,22,93,47,94
78,2019-04-15,16,107,45,90
78,2019-04-16,10,103,47,94
78,2019-04-17,14,95,40,80
78,2019-04-18,13,158,65,130
78,2019-04-19,6,139,45,90
78,2019-04-20,7,73,37,74
78,2019-04-21,4,57,28,56
78,2019-04-22,8,56,29,58
78,2019-04-23,14,34,25,50
78,2019-04-26,5,41,17,34
78,2019-04-27,11,48,28,56
78,2019-04-28,40,66,52,104
78,2019-04-29,16,45,28,56
78,2019-04-30,21,51,32,64
79,2019-04-01,4,56,22,44
79,2019-04-02,24,50,31,62
79,2019-04-03,34,66,48,96
79,2019-04-04,26,66,46,92
79,2019-04-05,19,69,44,88
79,2019-04-06,58,96,69,138
79,2019-04-07,48,123,76,152
79,2019-04-08,28,96,63,126
79,2019-04-09,51,95,68,136
79,2019-04-10,38,57,48,96
79,2019-04-11,36,61,49,98
79,2019-04-12,37,83,54,108
79,2019-04-13,58,109,77,154
79,2019-04-14,25,96,50,100
79,2019-04-15,21,85,42,84
79,2019-04-16,12,99,43,86
79,2019-04-17,14,81,42,84
79,2019-04-18,14,117,53,106
79,2019-04-19,8,96,39,78
79,2019-04-20,7,94,36,72
79,2019-04-21,5,67,29,58
79,2019-04-22,11,82,36,72
79,2019-04-23,14,63,29,58
79,2019-04-26,5,24,14,28
79,2019-04-27,11,55,29,58
79,2019-04-28,28,63,48,96
79,2019-04-29,20,48,31,62
79,2019-04-30,20,58,36,72
80,2019-04-02,18,51,32,64
80,2019-04-03,36,68,49,98
80,2019-04-04,24,80,47,94
80,2019-04-05,20,91,50,100
80,2019-04-06,55,127,68,136
80,2019-04-07,42,108,72,144
80,2019-04-08,30,116,71,142
80,2019-04-09,47,88,67,134
80,2019-04-10,35,56,47,94
80,2019-04-11,39,64,47,94
80,2019-04-12,34,74,49,98
80,2019-04-16,14,91,44,88
80,2019-04-17,18,98,43,86
80,2019-04-18,14,128,52,104
80,2019-04-19,8,102,42,84
80,2019-04-20,8,70,34,68
80,2019-04-21,5,48,26,52
80,2019-04-22,11,46,28,56
80,2019-04-23,14,46,25,50
80,2019-04-26,5,24,14,28
80,2019-04-27,11,48,27,54
80,2019-04-28,29,58,44,88
80,2019-04-29,12,41,24,48
80,2019-04-30,22,52,34,68
81,2019-04-01,8,56,23,46
81,2019-04-03,31,68,48,96
81,2019-04-04,25,74,47,94
81,2019-04-05,16,98,52,104
81,2019-04-06,57,112,69,138
81,2019-04-07,47,128,79,158
81,2019-04-08,34,96,66,132
81,2019-04-09,49,82,65,130
81,2019-04-10,34,60,49,98
81,2019-04-11,36,66,49,98
81,2019-04-12,34,72,51,102
81,2019-04-13,53,128,79,158
81,2019-04-14,26,81,48,96
81,2019-04-15,20,180,48,96
81,2019-04-16,13,92,42,84
81,2019-04-17,18,102,40,80
81,2019-04-18,14,120,49,98
81,2019-04-19,8,116,40,80
81,2019-04-20,8,63,33,66
81,2019-04-21,4,49,25,50
81,2019-04-22,10,50,30,60
81,2019-04-23,14,34,24,48
81,2019-04-26,5,27,15,30
81,2019-04-27,11,48,27,54
81,2019-04-28,32,64,48,96
81,2019-04-29,20,49,35,70
81,2019-04-30,21,54,34,68
82,2019-04-01,4,44,19,38
82,2019-04-03,34,66,48,96
82,2019-04-04,25,62,45,90
82,2019-04-05,19,65,43,86
82,2019-04-06,50,88,64,128
82,2019-04-07,46,96,69,138
82,2019-04-08,30,90,61,122
82,2019-04-09,46,80,62,124
82,2019-04-10,35,57,46,92
82,2019-04-11,32,70,43,86
82,2019-04-12,32,83,51,102
82,2019-04-13,56,96,72,144
82,2019-04-14,25,114,50,100
82,2019-04-15,20,77,39,78
82,2019-04-16,13,80,37,74
82,2019-04-17,16,76,41,82
82,2019-04-18,15,119,56,112
82,2019-04-19,9,127,41,82
82,2019-04-20,7,71,31,62
82,2019-04-21,5,112,35,70
82,2019-04-22,13,65,34,68
82,2019-04-23,16,38,26,52
82,2019-04-26,5,30,14,28
82,2019-04-27,11,55,27,54
82,2019-04-28,27,62,46,92
82,2019-04-29,13,47,28,56
82,2019-04-30,22,52,31,62
83,2019-04-01,7,62,26,52
83,2019-04-02,25,53,37,74
83,2019-04-03,38,70,52,104
83,2019-04-04,27,73,48,96
83,2019-04-05,21,101,49,98
83,2019-04-06,47,86,65,130
83,2019-04-07,46,94,71,142
83,2019-04-08,36,136,74,148
83,2019-04-09,48,86,62,124
83,2019-04-10,40,62,50,100
83,2019-04-11,36,72,50,100
83,2019-04-12,34,84,58,116
83,2019-04-13,63,119,84,168
83,2019-04-14,29,91,53,106
83,2019-04-15,23,80,49,98
83,2019-04-16,19,93,46,92
83,2019-04-17,16,158,58,116
83,2019-04-18,16,180,73,146
83,2019-04-19,8,140,51,102
83,2019-04-20,7,75,35,70
83,2019-04-21,6,86,35,70
83,2019-04-22,12,79,37,74
83,2019-04-23,18,51,30,60
83,2019-04-26,6,41,15,30
83,2019-04-27,10,70,30,60
83,2019-04-28,31,59,50,100
83,2019-04-29,21,98,48,96
83,2019-04-30,23,57,36,72
84,2019-04-01,3,65,19,38
84,2019-04-02,21,60,31,62
84,2019-04-03,33,66,48,96
84,2019-04-04,24,85,48,96
84,2019-04-05,16,87,41,82
84,2019-04-06,53,91,65,130
84,2019-04-07,39,97,70,140
84,2019-04-08,28,219,74,148
84,2019-04-09,48,85,64,128
84,2019-04-10,33,56,44,88
84,2019-04-11,34,60,47,94
84,2019-04-12,34,80,50,100
84,2019-04-13,56,111,74,148
84,2019-04-14,22,86,46,92
84,2019-04-15,19,91,42,84
84,2019-04-16,11,96,40,80
84,2019-04-17,12,140,51,102
84,2019-04-18,12,125,55,110
84,2019-04-19,6,124,43,86
84,2019-04-20,8,75,35,70
84,2019-04-21,5,101,37,74
84,2019-04-22,8,63,31,62
84,2019-04-23,14,36,24,48
84,2019-04-26,4,31,14,28
84,2019-04-27,11,47,27,54
84,2019-04-28,30,61,49,98
84,2019-04-29,18,59,34,68
84,2019-04-30,18,52,32,64
85,2019-04-01,5,56,24,48
85,2019-04-02,26,57,34,68
85,2019-04-03,37,111,56,112
85,2019-04-04,26,83,52,104
85,2019-04-05,19,89,49,98
85,2019-04-06,53,96,66,132
85,2019-04-07,49,131,79,158
85,2019-04-08,36,115,65,130
85,2019-04-09,49,102,67,134
85,2019-04-10,36,58,49,98
85,2019-04-11,37,75,49,98
