station_id,time,min_value,max_value,mean_value,perc_of_norm
130,2019-04-10,35,56,46,92
130,2019-04-11,34,60,43,86
130,2019-04-12,32,76,48,96
130,2019-04-13,52,99,72,144
130,2019-04-14,25,85,49,98
130,2019-04-15,20,83,42,84
130,2019-04-16,12,83,40,80
130,2019-04-17,14,54,36,72
130,2019-04-18,16,109,49,98
130,2019-04-19,8,95,37,74
130,2019-04-20,7,62,32,64
130,2019-04-21,4,46,22,44
130,2019-04-22,10,56,30,60
130,2019-04-23,13,38,26,52
130,2019-04-26,4,32,14,28
130,2019-04-27,11,54,28,56
130,2019-04-28,30,65,47,94
130,2019-04-29,16,44,32,64
130,2019-04-30,22,54,33,66
131,2019-04-03,30,74,52,104
131,2019-04-04,26,74,48,96
131,2019-04-05,16,92,54,108
131,2019-04-06,48,108,67,134
131,2019-04-07,50,96,69,138
131,2019-04-08,34,94,64,128
131,2019-04-09,47,89,66,132
131,2019-04-10,34,58,46,92
131,2019-04-11,31,56,44,88
131,2019-04-12,31,96,52,104
131,2019-04-13,56,105,72,144
131,2019-04-14,27,105,50,100
131,2019-04-15,20,123,52,104
131,2019-04-16,12,102,44,88
131,2019-04-17,15,62,37,74
131,2019-04-18,15,132,58,116
131,2019-04-19,9,97,43,86
131,2019-04-20,7,68,34,68
131,2019-04-21,5,53,27,54
131,2019-04-22,12,47,30,60
131,2019-04-23,15,33,25,50
131,2019-04-26,5,31,15,30
131,2019-04-27,11,50,25,50
131,2019-04-28,28,59,45,90
131,2019-04-29,16,41,26,52
131,2019-04-30,21,52,34,68
132,2019-04-01,6,43,17,34
132,2019-04-02,18,46,26,52
132,2019-04-03,32,60,44,88
132,2019-04-04,23,62,42,84
132,2019-04-05,17,62,43,86
132,2019-04-06,51,97,62,124
132,2019-04-07,40,102,66,132
132,2019-04-08,27,78,56,112
132,2019-04-09,45,76,60,120
132,2019-04-10,31,51,43,86
132,2019-04-11,32,48,40,80
132,2019-04-12,32,70,45,90
132,2019-04-13,48,85,66,132
132,2019-04-14,24,80,45,90
132,2019-04-15,17,77,37,74
132,2019-04-16,11,70,37,74
132,2019-04-17,16,117,40,80
132,2019-04-18,12,103,45,90
132,2019-04-19,7,77,31,62
132,2019-04-20,6,63,29,58
132,2019-04-21,5,46,22,44
132,2019-04-22,10,45,26,52
132,2019-04-23,14,35,24,48
132,2019-04-24,8,38,21,42
132,2019-04-26,5,18,11,22
132,2019-04-27,10,45,24,48
132,2019-04-28,22,55,39,78
132,2019-04-29,14,38,21,42
132,2019-04-30,19,54,29,58
133,2019-04-02,26,122,53,106
133,2019-04-03,45,88,65,130
133,2019-04-04,28,80,55,110
133,2019-04-05,32,88,59,118
133,2019-04-06,63,160,81,162
133,2019-04-07,55,135,89,178
133,2019-04-08,36,179,79,158
133,2019-04-09,52,123,78,156
133,2019-04-10,50,87,61,122
133,2019-04-11,47,80,58,116
133,2019-04-12,44,112,68,136
133,2019-04-13,62,174,104,208
133,2019-04-14,36,108,65,130
133,2019-04-15,27,117,57,114
133,2019-04-16,23,124,58,116
133,2019-04-17,30,134,59,118
133,2019-04-18,18,178,78,156
133,2019-04-19,10,124,52,104
133,2019-04-20,18,126,51,102
133,2019-04-21,10,65,37,74
133,2019-04-22,13,64,39,78
133,2019-04-23,22,61,35,70
133,2019-04-26,6,38,18,36
133,2019-04-27,13,95,44,88
133,2019-04-28,56,111,69,138
133,2019-04-29,36,146,75,150
133,2019-04-30,25,82,43,86
134,2019-04-11,46,78,59,118
134,2019-04-12,44,80,60,120
134,2019-04-13,70,140,87,174
134,2019-04-16,15,88,46,92
134,2019-04-17,16,188,57,114
134,2019-04-18,15,154,59,118
134,2019-04-19,10,128,48,96
134,2019-04-20,7,70,35,70
134,2019-04-21,7,76,35,70
134,2019-04-22,12,68,37,74
134,2019-04-23,14,48,26,52
134,2019-04-26,5,28,13,26
134,2019-04-27,10,51,26,52
134,2019-04-28,22,59,43,86
134,2019-04-29,13,44,24,48
134,2019-04-30,26,50,37,74
135,2019-04-11,32,60,44,88
135,2019-04-12,33,87,55,110
135,2019-04-13,54,106,70,140
135,2019-04-14,30,94,51,102
135,2019-04-15,21,106,53,106
135,2019-04-16,16,104,47,94
135,2019-04-17,16,68,40,80
135,2019-04-18,14,179,60,120
135,2019-04-19,8,153,45,90
135,2019-04-20,6,77,37,74
135,2019-04-21,5,61,28,56
135,2019-04-22,12,53,32,64
135,2019-04-23,20,58,33,66
135,2019-04-26,6,35,16,32
135,2019-04-27,11,50,25,50
135,2019-04-28,36,60,48,96
135,2019-04-29,14,47,30,60
135,2019-04-30,20,53,33,66
136,2019-04-11,41,74,52,104
136,2019-04-12,38,99,56,112
136,2019-04-13,56,140,84,168
136,2019-04-14,31,86,50,100
136,2019-04-15,20,102,43,86
136,2019-04-16,14,95,46,92
136,2019-04-17,20,105,45,90
136,2019-04-18,16,113,53,106
136,2019-04-19,9,87,41,82
136,2019-04-20,9,65,34,68
136,2019-04-21,5,102,35,70
136,2019-04-22,12,53,31,62
136,2019-04-23,14,38,25,50
136,2019-04-26,6,53,18,36
136,2019-04-27,12,50,27,54
136,2019-04-28,23,57,40,80
136,2019-04-29,12,39,25,50
136,2019-04-30,21,51,32,64
137,2019-04-11,38,106,54,108
137,2019-04-12,34,84,56,112
137,2019-04-13,58,162,89,178
137,2019-04-14,24,105,53,106
137,2019-04-15,19,91,48,96
137,2019-04-16,12,99,44,88
137,2019-04-17,13,288,69,138
137,2019-04-18,12,198,68,136
137,2019-04-19,8,134,46,92
137,2019-04-20,8,79,35,70
137,2019-04-21,4,122,41,82
137,2019-04-22,8,68,32,64
137,2019-04-23,12,41,22,44
138,2019-04-10,35,79,47,94
138,2019-04-11,32,66,47,94
138,2019-04-12,31,89,53,106
138,2019-04-13,47,117,73,146
138,2019-04-14,27,77,47,94
138,2019-04-15,20,84,43,86
138,2019-04-16,12,81,42,84
138,2019-04-17,17,91,42,84
138,2019-04-18,13,105,52,104
138,2019-04-19,8,100,38,76
138,2019-04-20,7,62,32,64
138,2019-04-21,4,47,25,50
138,2019-04-22,10,59,31,62
138,2019-04-23,16,38,25,50
138,2019-04-25,8,37,19,38
138,2019-04-26,5,20,11,22
138,2019-04-27,8,43,23,46
138,2019-04-28,20,60,41,82
138,2019-04-29,15,58,27,54
138,2019-04-30,20,47,30,60
139,2019-04-10,32,52,43,86
139,2019-04-11,32,58,41,82
139,2019-04-12,32,69,45,90
139,2019-04-13,46,102,66,132
139,2019-04-14,23,76,44,88
139,2019-04-15,17,88,39,78
139,2019-04-16,12,84,40,80
139,2019-04-17,15,100,38,76
139,2019-04-18,13,145,52,104
139,2019-04-26,6,25,14,28
139,2019-04-27,10,62,28,56
139,2019-04-28,29,60,44,88
139,2019-04-29,13,40,29,58
139,2019-04-30,22,50,33,66
14,2019-04-04,22,62,40,80
14,2019-04-05,16,64,43,86
14,2019-04-06,52,92,60,120
14,2019-04-07,40,91,63,126
14,2019-04-08,34,92,62,124
14,2019-04-09,44,75,61,122
14,2019-04-10,32,55,44,88
14,2019-04-11,36,61,50,100
14,2019-04-12,32,79,51,102
14,2019-04-13,45,100,70,140
14,2019-04-14,24,78,48,96
14,2019-04-15,22,78,40,80
14,2019-04-16,12,70,41,82
14,2019-04-19,7,84,38,76
14,2019-04-20,6,72,31,62
14,2019-04-21,4,45,21,42
14,2019-04-22,9,46,25,50
14,2019-04-23,14,32,22,44
14,2019-04-25,7,35,19,38
14,2019-04-26,4,20,12,24
14,2019-04-27,9,49,23,46
14,2019-04-28,20,53,35,70
14,2019-04-29,14,36,22,44
14,2019-04-30,21,49,31,62
140,2019-04-10,20,60,37,74
140,2019-04-11,34,62,45,90
140,2019-04-12,32,85,53,106
140,2019-04-13,55,102,74,148
140,2019-04-14,26,94,50,100
140,2019-04-15,20,74,42,84
140,2019-04-16,12,89,42,84
140,2019-04-17,15,68,38,76
140,2019-04-18,14,157,61,122
140,2019-04-19,7,106,36,72
140,2019-04-20,6,69,31,62
140,2019-04-21,5,68,27,54
140,2019-04-22,10,60,32,64
140,2019-04-23,15,45,28,56
140,2019-04-26,6,47,17,34
140,2019-04-27,12,55,27,54
140,2019-04-28,24,62,43,86
140,2019-04-29,14,43,24,48
140,2019-04-30,23,50,31,62
141,2019-04-10,46,118,62,124
141,2019-04-11,44,93,64,128
141,2019-04-12,40,133,69,138
141,2019-04-13,70,179,110,220
141,2019-04-14,31,122,63,126
141,2019-04-15,27,138,62,124
141,2019-04-16,14,134,54,108
141,2019-04-17,20,171,58,116
141,2019-04-18,14,160,70,140
141,2019-04-19,9,164,51,102
141,2019-04-20,8,81,42,84
141,2019-04-21,6,154,46,92
141,2019-04-22,14,78,39,78
141,2019-04-23,16,44,27,54
141,2019-04-26,5,52,19,38
141,2019-04-27,12,63,32,64
141,2019-04-28,36,89,59,118
141,2019-04-29,24,95,47,94
141,2019-04-30,25,73,41,82
2,2019-04-01,5,47,18,36
2,2019-04-03,31,70,46,92
2,2019-04-04,23,80,44,88
2,2019-04-05,19,124,50,100
2,2019-04-06,51,100,64,128
2,2019-04-07,42,91,65,130
2,2019-04-08,27,203,72,144
2,2019-04-09,44,100,61,122
2,2019-04-10,32,53,43,86
2,2019-04-11,32,66,43,86
2,2019-04-12,31,76,47,94
2,2019-04-13,45,91,67,134
2,2019-04-14,26,76,46,92
2,2019-04-15,16,98,40,80
2,2019-04-16,16,122,44,88
2,2019-04-17,17,164,41,82
2,2019-04-18,16,130,49,98
2,2019-04-19,7,80,32,64
2,2019-04-20,7,56,33,66
2,2019-04-21,5,49,26,52
2,2019-04-22,10,38,25,50
2,2019-04-23,12,30,22,44
2,2019-04-25,8,39,21,42
2,2019-04-26,5,21,12,24
2,2019-04-27,10,40,25,50
2,2019-04-28,34,56,45,90
2,2019-04-29,14,63,28,56
2,2019-04-30,22,54,32,64
27,2019-04-01,9,68,29,58
27,2019-04-03,31,56,43,86
27,2019-04-04,21,58,41,82
27,2019-04-05,17,78,38,76
27,2019-04-06,50,109,66,132
27,2019-04-07,45,104,67,134
27,2019-04-08,35,133,70,140
27,2019-04-09,46,94,68,136
27,2019-04-10,31,64,49,98
27,2019-04-11,41,115,55,110
27,2019-04-12,34,108,57,114
27,2019-04-13,56,261,93,186
27,2019-04-14,26,93,48,96
27,2019-04-15,25,99,49,98
27,2019-04-16,15,97,41,82
27,2019-04-17,17,164,53,106
27,2019-04-18,14,150,52,104
27,2019-04-19,10,98,38,76
27,2019-04-20,10,65,33,66
27,2019-04-21,6,74,32,64
27,2019-04-22,11,69,33,66
27,2019-04-23,13,31,21,42
27,2019-04-26,6,25,15,30
27,2019-04-27,12,50,26,52
27,2019-04-28,30,58,44,88
27,2019-04-29,15,60,32,64
27,2019-04-30,23,57,37,74
28,2019-04-01,8,45,24,48
28,2019-04-03,35,72,49,98
28,2019-04-04,22,69,46,92
28,2019-04-05,20,105,51,102
28,2019-04-06,54,89,66,132
28,2019-04-07,40,100,71,142
28,2019-04-08,34,120,72,144
28,2019-04-09,50,88,65,130
28,2019-04-10,38,62,49,98
28,2019-04-11,37,67,50,100
28,2019-04-12,35,102,59,118
28,2019-04-13,58,116,79,158
28,2019-04-14,29,86,54,108
28,2019-04-15,22,122,51,102
28,2019-04-16,13,138,46,92
28,2019-04-17,16,179,54,108
28,2019-04-18,14,164,64,128
28,2019-04-19,8,116,46,92
28,2019-04-20,6,72,35,70
28,2019-04-21,4,70,33,66
28,2019-04-22,10,62,32,64
28,2019-04-23,16,40,26,52
28,2019-04-26,5,30,14,28
28,2019-04-27,10,49,25,50
28,2019-04-28,20,55,40,80
28,2019-04-29,12,40,21,42
28,2019-04-30,23,47,32,64
29,2019-04-01,4,46,19,38
29,2019-04-03,28,61,41,82
29,2019-04-04,22,60,39,78
29,2019-04-05,16,58,40,80
29,2019-04-06,50,93,61,122
29,2019-04-07,41,100,65,130
29,2019-04-08,31,80,58,116
29,2019-04-09,48,79,62,124
29,2019-04-10,32,56,45,90
29,2019-04-11,37,61,48,96
29,2019-04-12,36,71,50,100
29,2019-04-13,54,93,72,144
29,2019-04-14,22,86,47,94
29,2019-04-15,19,77,38,76
29,2019-04-16,12,71,36,72
29,2019-04-17,13,94,39,78
29,2019-04-18,14,115,51,102
29,2019-04-19,8,96,37,74
29,2019-04-20,6,61,30,60
29,2019-04-21,4,46,22,44
29,2019-04-22,10,47,28,56
29,2019-04-23,11,36,22,44
29,2019-04-26,4,21,11,22
29,2019-04-27,10,52,25,50
29,2019-04-28,20,56,38,76
29,2019-04-29,12,37,22,44
29,2019-04-30,21,50,30,60
30,2019-04-01,6,42,19,38
30,2019-04-03,26,56,39,78
30,2019-04-04,20,57,37,74
30,2019-04-05,15,62,39,78
30,2019-04-06,47,79,56,112
30,2019-04-07,38,82,58,116
30,2019-04-08,28,73,55,110
30,2019-04-09,45,71,57,114
30,2019-04-10,30,49,41,82
30,2019-04-11,34,57,44,88
30,2019-04-12,31,68,47,94
30,2019-04-13,46,88,67,134
30,2019-04-14,26,76,45,90
30,2019-04-15,18,75,35,70
30,2019-04-16,11,68,34,68
30,2019-04-17,14,95,36,72
30,2019-04-18,12,99,43,86
30,2019-04-19,8,80,33,66
30,2019-04-20,6,72,29,58
30,2019-04-21,4,40,19,38
30,2019-04-22,10,44,25,50
30,2019-04-23,12,29,20,40
30,2019-04-26,5,19,12,24
30,2019-04-27,8,46,20,40
30,2019-04-28,18,47,32,64
30,2019-04-29,14,32,20,40
30,2019-04-30,16,44,26,52
31,2019-04-01,6,69,30,60
31,2019-04-03,35,62,47,94
31,2019-04-04,22,65,44,88
31,2019-04-05,15,216,52,104
31,2019-04-06,52,180,77,154
31,2019-04-07,51,204,86,172
31,2019-04-08,27,147,61,122
31,2019-04-09,45,79,62,124
31,2019-04-10,40,86,55,110
31,2019-04-11,38,74,56,112
31,2019-04-12,36,164,70,140
31,2019-04-13,64,148,96,192
31,2019-04-14,28,93,55,110
31,2019-04-15,24,72,48,96
31,2019-04-16,16,67,37,74
31,2019-04-17,17,164,54,108
31,2019-04-18,15,114,45,90
31,2019-04-19,9,77,37,74
31,2019-04-20,8,62,30,60
31,2019-04-21,5,65,34,68
31,2019-04-22,8,56,31,62
31,2019-04-23,17,37,24,48
31,2019-04-26,6,28,15,30
31,2019-04-27,12,82,35,70
31,2019-04-28,24,71,47,94
31,2019-04-29,12,94,38,76
31,2019-04-30,21,49,32,64
32,2019-04-01,4,50,18,36
32,2019-04-03,32,63,47,94
32,2019-04-06,50,86,61,122
32,2019-04-11,28,56,38,76
32,2019-04-12,29,68,44,88
32,2019-04-13,43,86,63,126
32,2019-04-14,20,76,42,84
32,2019-04-15,18,98,41,82
32,2019-04-16,11,94,42,84
32,2019-04-17,14,74,33,66
32,2019-04-18,13,117,49,98
32,2019-04-19,6,102,37,74
32,2019-04-20,6,67,31,62
32,2019-04-21,4,48,22,44
32,2019-04-22,10,46,25,50
32,2019-04-23,12,31,22,44
32,2019-04-26,4,24,12,24
32,2019-04-27,9,44,23,46
32,2019-04-28,26,59,43,86
32,2019-04-29,14,42,27,54
32,2019-04-30,19,44,28,56
33,2019-04-01,6,64,22,44
33,2019-04-03,36,76,50,100
33,2019-04-04,25,69,46,92
33,2019-04-05,16,64,42,84
33,2019-04-06,46,119,61,122
33,2019-04-07,34,91,61,122
33,2019-04-08,26,116,65,130
33,2019-04-09,45,93,66,132
33,2019-04-10,28,66,41,82
33,2019-04-11,33,64,43,86
33,2019-04-12,34,64,47,94
33,2019-04-13,48,213,90,180
33,2019-04-14,20,104,48,96
33,2019-04-15,17,120,42,84
33,2019-04-16,13,108,45,90
33,2019-04-17,19,229,48,96
33,2019-04-18,13,205,73,146
33,2019-04-19,6,140,51,102
33,2019-04-20,6,73,38,76
33,2019-04-21,4,81,33,66
33,2019-04-22,11,59,27,54
33,2019-04-23,11,38,21,42
33,2019-04-26,5,33,16,32
33,2019-04-27,8,38,23,46
33,2019-04-28,13,58,37,74
33,2019-04-29,14,66,30,60
33,2019-04-30,19,53,30,60
34,2019-04-01,20,110,45,90
34,2019-04-03,29,166,50,100
34,2019-04-04,21,72,44,88
34,2019-04-05,12,122,48,96
34,2019-04-06,34,116,69,138
34,2019-04-07,49,127,73,146
34,2019-04-08,43,160,83,166
34,2019-04-09,45,117,74,148
34,2019-04-10,41,178,73,146
34,2019-04-11,33,205,83,166
34,2019-04-12,29,184,82,164
34,2019-04-13,60,198,120,240
34,2019-04-14,46,139,76,152
34,2019-04-15,30,97,64,128
34,2019-04-16,17,137,59,118
34,2019-04-17,19,251,64,128
34,2019-04-18,35,176,85,170
34,2019-04-19,8,127,56,112
34,2019-04-20,7,77,41,82
34,2019-04-21,6,77,39,78
34,2019-04-22,8,118,45,90
34,2019-04-23,10,31,20,40
34,2019-04-26,4,42,18,36
34,2019-04-27,10,64,29,58
34,2019-04-28,19,55,40,80
34,2019-04-29,11,64,33,66
34,2019-04-30,22,70,42,84
35,2019-04-01,6,50,22,44
35,2019-04-03,37,72,52,104
35,2019-04-04,24,64,46,92
35,2019-04-05,18,74,44,88
35,2019-04-06,55,88,67,134
35,2019-04-07,41,101,71,142
35,2019-04-08,31,110,69,138
35,2019-04-09,48,96,68,136
35,2019-04-10,36,57,48,96
35,2019-04-11,39,72,52,104
35,2019-04-12,40,85,55,110
35,2019-04-13,64,114,78,156
35,2019-04-14,26,108,50,100
35,2019-04-15,20,81,45,90
35,2019-04-16,12,104,44,88
35,2019-04-17,13,162,52,104
35,2019-04-18,12,126,59,118
35,2019-04-19,8,151,45,90
35,2019-04-20,7,78,35,70
35,2019-04-21,4,92,37,74
35,2019-04-22,9,78,36,72
35,2019-04-23,14,58,27,54
35,2019-04-26,6,33,16,32
35,2019-04-27,11,84,28,56
35,2019-04-28,24,60,42,84
35,2019-04-29,10,56,29,58
35,2019-04-30,22,49,32,64
36,2019-04-01,6,57,22,44
36,2019-04-02,22,64,36,72
36,2019-04-03,30,64,47,94
36,2019-04-04,24,88,47,94
36,2019-04-05,14,109,47,94
36,2019-04-06,52,94,62,124
36,2019-04-07,43,105,70,140
36,2019-04-08,34,84,61,122
36,2019-04-09,48,74,61,122
36,2019-04-10,33,61,45,90
36,2019-04-11,31,56,42,84
36,2019-04-12,32,73,47,94
36,2019-04-13,49,115,69,138
36,2019-04-14,24,76,44,88
36,2019-04-15,18,73,38,76
36,2019-04-16,14,77,37,74
36,2019-04-17,21,99,41,82
36,2019-04-18,17,108,48,96
36,2019-04-19,7,113,41,82
36,2019-04-20,8,62,31,62
36,2019-04-21,6,48,25,50
36,2019-04-22,10,48,29,58
36,2019-04-23,13,52,24,48
36,2019-04-26,6,23,14,28
36,2019-04-27,14,45,25,50
36,2019-04-28,24,91,42,84
36,2019-04-29,14,39,28,56
36,2019-04-30,21,50,34,68
37,2019-04-01,8,50,23,46
37,2019-04-03,30,74,48,96
37,2019-04-13,50,90,68,136
37,2019-04-14,31,85,52,104
37,2019-04-15,20,116,44,88
37,2019-04-16,13,107,45,90
37,2019-04-17,17,128,40,80
37,2019-04-18,15,118,53,106
37,2019-04-19,8,116,41,82
37,2019-04-20,6,66,33,66
37,2019-04-21,4,48,24,48
37,2019-04-22,11,46,29,58
37,2019-04-23,13,31,23,46
37,2019-04-26,6,28,14,28
37,2019-04-27,10,46,24,48
37,2019-04-28,28,59,43,86
37,2019-04-29,29,44,33,66
37,2019-04-30,24,49,33,66
38,2019-04-01,3,37,16,32
38,2019-04-02,18,36,22,44
38,2019-04-03,21,55,36,72
38,2019-04-04,18,58,35,70
38,2019-04-05,12,55,36,72
38,2019-04-06,44,73,53,106
38,2019-04-07,28,88,57,114
38,2019-04-08,19,75,47,94
38,2019-04-09,37,71,53,106
38,2019-04-10,23,44,34,68
38,2019-04-11,23,50,32,64
38,2019-04-12,23,62,37,74
38,2019-04-13,37,77,56,112
38,2019-04-14,18,71,37,74
38,2019-04-15,14,70,33,66
38,2019-04-16,8,72,32,64
38,2019-04-17,10,48,25,50
38,2019-04-18,10,86,39,78
38,2019-04-19,5,76,29,58
38,2019-04-20,5,54,25,50
38,2019-04-21,3,35,17,34
38,2019-04-22,8,49,22,44
38,2019-04-23,10,24,18,36
38,2019-04-26,4,20,11,22
38,2019-04-27,6,42,18,36
38,2019-04-28,20,48,33,66
38,2019-04-29,10,28,19,38
38,2019-04-30,13,40,21,42
39,2019-04-01,8,57,23,46
39,2019-04-03,38,230,79,158
39,2019-04-04,30,69,52,104
39,2019-04-05,18,131,57,114
39,2019-04-06,53,142,74,148
39,2019-04-07,47,110,71,142
39,2019-04-08,32,136,76,152
39,2019-04-09,48,150,79,158
39,2019-04-10,33,56,46,92
39,2019-04-11,34,57,43,86
39,2019-04-12,32,79,50,100
39,2019-04-13,49,111,69,138
39,2019-04-14,25,86,47,94
39,2019-04-15,22,96,49,98
39,2019-04-16,15,90,43,86
39,2019-04-17,17,169,64,128
39,2019-04-18,18,202,88,176
39,2019-04-19,9,163,57,114
39,2019-04-20,8,100,45,90
39,2019-04-21,6,102,39,78
39,2019-04-22,11,62,34,68
39,2019-04-23,16,38,26,52
39,2019-04-26,7,48,20,40
39,2019-04-27,12,64,37,74
39,2019-04-28,27,68,52,104
39,2019-04-29,17,67,39,78
39,2019-04-30,20,60,33,66
40,2019-04-01,4,42,16,32
40,2019-04-02,16,49,26,52
40,2019-04-03,28,63,44,88
40,2019-04-04,21,64,42,84
40,2019-04-05,11,72,45,90
40,2019-04-06,48,86,59,118
40,2019-04-07,36,98,64,128
40,2019-04-08,25,81,58,116
40,2019-04-09,41,79,57,114
40,2019-04-10,26,48,40,80
40,2019-04-11,27,51,37,74
40,2019-04-12,28,63,41,82
40,2019-04-13,43,80,60,120
40,2019-04-14,19,76,40,80
40,2019-04-15,15,79,38,76
40,2019-04-16,8,84,38,76
40,2019-04-17,12,104,36,72
40,2019-04-18,9,96,44,88
40,2019-04-19,6,118,37,74
40,2019-04-20,5,69,32,64
40,2019-04-21,2,60,23,46
40,2019-04-22,7,49,24,48
40,2019-04-23,12,27,19,38
40,2019-04-26,4,24,12,24
40,2019-04-27,10,41,23,46
40,2019-04-28,27,56,40,80
40,2019-04-29,8,38,19,38
40,2019-04-30,18,44,26,52
41,2019-04-01,3,48,16,32
41,2019-04-03,30,78,48,96
41,2019-04-04,25,64,47,94
41,2019-04-05,11,65,42,84
41,2019-04-06,47,90,59,118
41,2019-04-07,30,92,59,118
41,2019-04-08,23,101,60,120
41,2019-04-09,39,90,59,118
41,2019-04-10,25,47,36,72
41,2019-04-11,23,48,34,68
41,2019-04-12,26,60,38,76
41,2019-04-13,39,81,57,114
41,2019-04-14,20,74,38,76
41,2019-04-15,17,73,36,72
41,2019-04-16,10,90,35,70
41,2019-04-17,10,139,38,76
41,2019-04-18,11,138,63,126
41,2019-04-19,6,146,49,98
41,2019-04-20,4,83,37,74
41,2019-04-21,3,59,27,54
41,2019-04-22,8,56,25,50
41,2019-04-23,11,28,19,38
41,2019-04-26,4,42,17,34
41,2019-04-27,8,37,24,48
41,2019-04-28,16,60,37,74
41,2019-04-29,11,34,19,38
41,2019-04-30,15,40,24,48
42,2019-04-03,28,63,44,88
42,2019-04-04,22,64,42,84
42,2019-04-05,14,68,44,88
42,2019-04-06,50,96,62,124
42,2019-04-07,40,88,62,124
42,2019-04-08,30,80,57,114
42,2019-04-09,48,78,62,124
42,2019-04-10,31,53,43,86
42,2019-04-11,32,64,44,88
42,2019-04-12,30,70,48,96
42,2019-04-13,54,100,71,142
42,2019-04-14,21,87,45,90
42,2019-04-15,17,78,38,76
42,2019-04-16,11,84,39,78
42,2019-04-17,12,49,33,66
42,2019-04-18,11,96,44,88
42,2019-04-19,7,103,37,74
42,2019-04-20,6,102,36,72
42,2019-04-21,4,46,21,42
42,2019-04-22,8,42,24,48
42,2019-04-23,12,31,22,44
42,2019-04-26,5,26,13,26
42,2019-04-27,8,40,21,42
42,2019-04-28,21,54,38,76
42,2019-04-29,13,32,22,44
42,2019-04-30,20,49,32,64
43,2019-04-01,5,48,17,34
43,2019-04-03,30,61,44,88
43,2019-04-04,22,64,41,82
43,2019-04-05,14,71,44,88
43,2019-04-06,52,87,59,118
43,2019-04-07,41,100,66,132
43,2019-04-08,26,80,57,114
43,2019-04-09,44,74,58,116
43,2019-04-10,30,50,41,82
43,2019-04-11,29,53,38,76
43,2019-04-12,30,67,43,86
43,2019-04-13,40,96,62,124
43,2019-04-14,21,73,41,82
43,2019-04-15,15,72,36,72
43,2019-04-16,11,78,35,70
43,2019-04-17,14,107,36,72
43,2019-04-18,12,103,43,86
43,2019-04-19,6,106,38,76
43,2019-04-20,6,60,29,58
43,2019-04-21,4,47,25,50
43,2019-04-22,9,44,25,50
43,2019-04-23,12,30,21,42
43,2019-04-26,5,24,13,26
43,2019-04-27,9,43,22,44
43,2019-04-28,20,54,38,76
43,2019-04-29,11,35,22,44
43,2019-04-30,19,46,27,54
44,2019-04-01,6,50,24,48
44,2019-04-02,21,54,33,66
44,2019-04-03,35,78,53,106
44,2019-04-04,24,85,50,100
44,2019-04-05,16,92,52,104
44,2019-04-06,54,120,67,134
44,2019-04-07,45,102,71,142
44,2019-04-08,35,148,74,148
44,2019-04-09,51,113,70,140
44,2019-04-10,34,70,50,100
44,2019-04-11,34,92,57,114
44,2019-04-12,33,81,55,110
44,2019-04-13,56,142,81,162
44,2019-04-14,25,98,52,104
44,2019-04-15,24,118,51,102
44,2019-04-16,13,100,48,96
44,2019-04-17,16,115,41,82
44,2019-04-18,13,149,62,124
44,2019-04-19,8,121,44,88
44,2019-04-20,8,86,38,76
44,2019-04-21,4,53,26,52
44,2019-04-22,10,61,32,64
44,2019-04-23,13,40,25,50
44,2019-04-26,5,35,16,32
44,2019-04-27,9,41,22,44
44,2019-04-28,24,59,40,80
44,2019-04-29,15,36,24,48
44,2019-04-30,21,54,31,62
45,2019-04-01,6,46,19,38
45,2019-04-02,15,40,24,48
45,2019-04-03,32,80,48,96
45,2019-04-04,22,70,44,88
45,2019-04-05,14,81,43,86
45,2019-04-06,48,84,59,118
45,2019-04-07,38,87,59,118
45,2019-04-08,28,90,58,116
45,2019-04-09,44,81,60,120
45,2019-04-10,29,52,42,84
45,2019-04-11,31,52,39,78
45,2019-04-12,28,67,43,86
45,2019-04-13,40,88,60,120
45,2019-04-14,24,68,43,86
45,2019-04-15,16,90,40,80
45,2019-04-16,11,87,41,82
45,2019-04-17,14,100,38,76
45,2019-04-18,13,117,54,108
45,2019-04-19,7,112,40,80
45,2019-04-20,7,94,34,68
45,2019-04-21,4,65,27,54
45,2019-04-22,10,59,28,56
45,2019-04-23,11,32,21,42
45,2019-04-26,4,33,15,30
45,2019-04-27,9,57,32,64
45,2019-04-28,16,68,46,92
45,2019-04-29,13,76,30,60
45,2019-04-30,19,43,26,52
54,2019-04-01,6,41,18,36
54,2019-04-03,32,64,47,94
54,2019-04-04,26,65,45,90
54,2019-04-05,18,68,46,92
54,2019-04-06,55,89,63,126
54,2019-04-07,44,103,69,138
54,2019-04-08,30,83,61,122
54,2019-04-09,46,76,61,122
54,2019-04-10,32,52,43,86
54,2019-04-11,32,61,42,84
54,2019-04-12,31,68,46,92
54,2019-04-13,45,90,64,128
54,2019-04-14,24,75,44,88
54,2019-04-15,19,77,38,76
54,2019-04-16,13,76,40,80
54,2019-04-17,17,108,42,84
54,2019-04-18,15,127,52,104
54,2019-04-19,7,112,40,80
54,2019-04-20,8,66,32,64
54,2019-04-21,4,48,25,50
54,2019-04-22,10,55,30,60
54,2019-04-23,13,32,24,48
54,2019-04-26,5,24,13,26
54,2019-04-27,10,46,26,52
54,2019-04-28,19,56,39,78
54,2019-04-29,14,36,24,48
54,2019-04-30,20,46,30,60
55,2019-04-01,7,45,21,42
55,2019-04-02,15,55,30,60
